segment_id,direction,max_spots,sign_id
8234924,0,0,980
8236817,0,0,980
8237295,1,0,980
8235942,1,1,669
8352433,0,0,980
8238037,1,4,637
8241538,0,0,980
8240698,0,0,980
8240696,0,0,980
8235612,1,0,980
8238171,0,0,980
8240884,0,0,980
8238702,1,0,1002
8239055,0,0,980
8236123,1,0,980
8241592,1,0,980
8241659,1,0,980
8239948,1,0,980
8239538,0,0,980
8235279,1,0,980
8235682,1,0,980
8242708,0,4,1053
8234898,1,2,669
8242981,0,7,1053
8242981,1,0,980
8240247,0,1,1048
8240246,1,4,1048
8240248,1,7,1048
8240249,1,7,631
8240249,0,29,634
8242964,0,23,1042
8242490,1,0,980
8237398,0,3,1057
8237398,1,0,980
8234374,1,6,671
8242504,0,0,980
8242504,1,12,1056
8242959,0,11,1056
8238965,1,0,980
8235316,0,0,980
8241793,0,0,980
8241391,0,0,980
8242957,0,0,980
8234712,1,0,980
8240906,0,0,980
8240906,1,0,980
8240927,0,0,980
8234570,0,0,980
8234165,1,0,980
8240859,0,0,980
8241914,1,1,653
8241914,0,0,980
8238939,1,0,980
8238852,1,0,980
8242472,1,3,1035
8239004,1,2,807
8234558,1,0,980
8237038,0,0,980
8240516,0,0,980
8234558,0,0,980
8236762,0,0,980
8237597,1,0,980
8235942,0,0,980
8235943,1,0,980
8235943,0,0,980
8242960,1,0,980
8352433,1,0,980
8240947,0,0,980
8240947,1,0,980
8240948,1,0,980
8240948,0,0,980
8241515,0,1,1028
8241376,0,1,1028
8242960,0,0,980
8241766,1,2,637
8241766,0,0,980
8238037,0,0,980
8241290,1,0,980
8241290,0,0,980
8236130,0,0,980
8236130,1,0,980
8242708,1,0,985
8241537,0,0,980
8240797,1,0,980
8234049,0,0,980
8238234,1,0,980
8239056,1,0,980
8239054,0,0,980
8237126,0,0,980
8240451,1,0,980
8241660,1,0,980
8242870,1,0,980
8239538,1,0,980
8234369,0,0,980
8240177,0,0,980
8240570,0,4,1053
8235279,0,0,980
8235682,0,6,1053
8235114,1,60,630
8240246,0,2,1048
8240247,1,0,980
8240248,0,21,634
8240250,1,11,631
8240250,0,2,631
8242965,0,7,1042
8236924,0,17,1053
8242964,1,0,980
8237397,1,0,980
8237397,0,0,980
8242965,1,0,980
8242958,0,0,980
8242958,1,0,980
8241391,1,0,980
8240147,0,0,980
8240147,1,0,980
8238965,0,0,980
8235316,1,0,980
8242957,1,0,980
8234711,1,0,980
8234711,0,0,980
8234712,0,0,980
8242744,1,1,1032
8242745,1,0,980
8242745,0,0,980
8238528,1,8,1043
8238280,0,7,216
8238280,1,6,216
8240651,1,0,980
8240651,0,0,980
8238394,1,5,216
8242103,1,6,1038
8234296,1,0,1002
8234296,0,6,202
8236852,1,0,985
8242734,1,9,1038
8242734,0,7,1038
8235181,0,12,1038
8235180,0,6,1038
8235179,0,3,1038
8235178,1,0,1002
8235179,1,3,1038
8235180,1,4,1038
8236853,1,0,985
8234295,1,0,985
8240692,0,7,231
8236034,0,4,1035
8236033,0,0,1002
8236033,1,0,980
8240693,0,2,231
8240694,0,9,231
8238164,1,0,980
8238164,0,0,980
8240384,0,0,980
8239540,1,0,980
8237912,1,0,980
8237912,0,0,980
8237913,1,0,980
8237913,0,0,980
8234649,0,0,980
8237301,0,7,286
8234923,1,0,1002
8235030,0,0,1002
8239571,0,0,980
8235735,0,0,985
8239570,1,0,980
8239571,1,0,980
8234900,0,5,637
8239575,0,0,980
8234617,0,0,980
8237849,0,0,985
8240578,0,0,980
8235223,0,5,1057
8235222,0,8,1057
8240784,1,0,980
8240569,0,14,1053
8241617,1,0,980
8235227,0,0,985
8240270,0,0,980
8237237,0,0,980
8236073,0,0,980
8241881,1,5,1041
8236131,1,5,631
8238607,0,0,980
8235007,0,0,980
8237897,1,0,980
8234616,1,12,634
8234616,0,8,634
8234615,0,0,634
8237898,1,0,980
8237751,1,0,980
8237751,0,0,980
8238393,1,0,980
8234762,1,10,632
8238021,0,17,1042
8238021,1,0,980
8240053,0,7,1042
8234955,0,11,1058
8241587,1,0,980
8239195,0,0,980
8239195,1,0,980
8239196,1,0,980
8234398,1,0,985
8235443,1,0,980
8241143,0,0,980
8236684,1,0,980
8235976,1,0,980
8234283,0,0,980
8241962,1,0,980
8346783,1,0,980
8236074,1,8,1057
8238864,1,5,686
8238230,1,0,980
8236074,0,0,980
8234900,1,0,980
8238020,0,6,632
8242516,0,0,980
8235522,1,0,980
8237468,0,0,980
8237469,0,0,980
8237473,1,8,1043
8234923,0,0,1002
8239914,1,3,231
8239914,0,0,1002
8235030,1,0,1002
8235600,0,0,980
8238268,1,0,1001
8235432,0,3,1053
8242925,1,0,980
8234880,0,0,980
8239051,0,1,980
8239051,1,1,980
8239570,0,0,980
8239196,0,0,980
8237279,0,0,985
8239575,1,0,980
8239576,1,0,980
8241686,1,9,1038
8241687,1,8,1038
8235224,0,14,1057
8235224,1,0,980
8241687,0,5,1038
8241688,1,5,1044
8237849,1,8,1044
8240578,1,0,985
8239773,0,5,1038
8235976,0,0,980
8241962,0,0,980
8346783,0,0,980
8237468,1,0,980
8237469,1,0,980
8237472,1,10,1043
8235599,0,0,980
8235432,1,0,980
8238268,0,0,1002
8242925,0,0,980
8238020,1,0,980
8238284,0,0,980
8236384,1,0,980
8236384,0,0,980
8234880,1,19,1056
8241652,0,0,980
8234955,1,0,980
8234956,1,0,980
8235222,1,0,980
8235223,1,0,980
8241586,0,11,1050
8238390,0,0,980
8240784,0,0,980
8240567,0,0,980
8241087,1,0,980
8241087,0,0,980
8240568,0,7,1050
8237237,1,8,1056
8236073,1,0,980
8234161,1,5,630
8237524,0,0,1002
8237895,1,5,630
8237524,1,0,1002
8242682,0,0,980
8242681,1,0,1001
8237896,1,0,980
8238393,0,2,632
8238392,0,5,632
8238391,0,3,632
8238392,1,0,980
8237400,0,0,980
8237400,1,0,980
8241651,1,4,1042
8241652,1,19,1042
8241654,1,0,980
8241654,0,0,980
8238210,0,0,980
8238210,1,16,1042
8241882,1,14,1042
8241586,1,0,980
8234956,0,6,1058
8241587,0,11,1042
8241256,1,0,980
8235496,1,0,980
8235445,1,0,980
8235444,1,0,980
8235443,0,0,980
8238230,0,0,980
8239175,1,9,632
8242516,1,0,980
8235522,0,0,980
8240306,1,2,1029
8240306,0,0,980
8237473,0,0,980
8234648,1,2,1029
8234648,0,0,980
8237472,0,0,980
8241462,1,2,1029
8241462,0,0,980
8234617,1,0,980
8238431,1,8,634
8238357,1,0,980
8235333,1,10,630
8235335,1,7,630
8235335,0,6,1052
8235334,0,0,980
8235333,0,8,630
8239369,1,6,1043
8239370,1,7,1043
8239371,1,7,1043
8239372,1,5,1043
8239373,1,4,1043
8239373,0,5,1043
8239372,0,4,1043
8239371,0,6,1043
8239370,0,4,1043
8235589,1,0,980
8235589,0,0,980
8235056,0,7,1043
8235056,1,9,1043
8239038,0,6,799
8236490,1,10,1043
8239926,0,0,980
8239926,1,0,980
8242600,0,0,980
8242600,1,0,980
8242478,0,0,980
8242477,0,0,980
8242833,0,0,980
8237945,0,0,980
8241467,0,0,980
8238348,0,0,980
8238348,1,3,1029
8237505,0,0,980
8237505,1,0,980
8238431,0,58,696
8238621,0,11,631
8238621,1,10,631
8235339,0,0,980
8235339,1,0,980
8234127,1,0,980
8242795,0,0,980
8236246,0,2,631
8236246,1,6,631
8242872,1,10,653
8242872,0,7,653
8242873,1,3,653
8242873,0,11,653
8238430,0,12,634
8238430,1,21,634
8238429,0,15,634
8238429,1,18,634
8240736,0,13,632
8240736,1,9,632
8240737,1,13,632
8240737,0,12,632
8240637,0,17,202
8238541,1,11,632
8238541,0,22,630
8238428,0,8,634
8239327,0,6,202
8238428,1,6,634
8235640,0,27,1029
8236766,0,4,1029
8235665,1,12,345
8236163,1,6,634
8237085,0,0,980
8237085,1,0,980
8236164,1,6,634
8236165,1,2,634
8241975,1,4,974
8236166,1,4,634
8236167,1,7,634
8236037,1,4,974
8236037,0,4,974
8242199,0,7,976
8240016,0,10,976
8240092,0,0,980
8240092,1,0,980
8242376,0,3,1052
8234697,1,0,980
8234697,0,0,980
8236820,1,16,631
8237390,1,30,632
8242428,1,0,980
8234478,1,50,790
8234522,1,0,980
8234522,0,0,980
8234159,0,0,980
8235541,0,0,980
8240360,0,0,980
8240360,1,0,980
8235541,1,0,980
8237521,1,0,980
8235908,0,0,980
8235908,1,5,1035
8235909,1,14,1035
8235909,0,1,1035
8240282,1,15,1038
8240282,0,11,1038
8350561,0,0,980
8350561,1,0,980
8345031,1,0,980
8345031,0,0,980
8344091,1,3,1035
8234475,1,2,1035
8234476,1,0,980
8234476,0,5,1035
8238601,1,17,1043
8236551,0,0,980
8236551,1,2,1041
8241212,0,48,1038
8241212,1,24,1038
8241211,1,0,980
8241209,1,0,980
8241209,0,0,980
8238137,1,0,980
8238137,0,13,1043
8239709,1,6,1029
8237016,1,0,980
8237016,0,0,980
8237192,1,0,980
8237192,0,0,980
8234545,1,0,980
8234545,0,0,980
8241461,1,0,980
8241461,0,0,980
8241211,0,0,980
8237190,0,0,980
8239710,1,3,1029
8237191,0,11,1043
8237825,1,0,980
8239985,1,3,1043
8239985,0,0,980
8238528,0,18,633
8239866,0,0,980
8241210,1,0,980
8241210,0,0,980
8237826,0,0,980
8237826,1,0,980
8241581,1,0,980
8241581,0,0,980
8239866,1,0,980
8238034,1,0,980
8239632,1,9,634
8236552,1,40,735
8236552,0,17,733
8239633,1,6,634
8239632,0,7,634
8240406,0,14,634
8234607,0,1,653
8234608,1,5,653
8234609,1,8,653
8234610,1,6,653
8234611,1,4,653
8234612,1,0,980
8241772,0,0,980
8239259,1,4,1029
8237077,0,0,980
8242230,1,3,653
8240104,0,4,1029
8240105,1,0,980
8240105,0,0,980
8238272,0,0,980
8238272,1,0,980
8237521,0,0,980
8235352,0,0,980
8240332,1,7,631
8236902,1,7,650
8235574,0,0,980
8238211,1,0,980
8236231,1,12,695
8239200,0,0,980
8239198,0,0,980
8239199,0,0,980
8239199,1,0,980
8241833,0,14,631
8234816,0,8,653
8234815,0,2,653
8234815,1,0,980
8234816,1,7,653
8238212,1,5,1060
8235574,1,1,1060
8240315,1,0,980
8234643,1,5,632
8234193,1,5,632
8240453,0,0,980
8236820,0,24,631
8234184,1,0,980
8234184,0,14,736
8236362,1,2,652
8236362,0,3,652
8239297,1,2,286
8239252,1,5,681
8235379,0,0,980
8237379,0,14,669
8237378,0,0,980
8237377,0,8,669
8237375,0,0,980
8241510,0,18,271
8235678,1,0,980
8346777,1,0,980
8346777,0,0,980
8241700,1,0,980
8237106,1,25,286
8236062,1,0,980
8236062,0,0,980
8235842,0,0,980
8243045,0,0,980
8242057,0,11,1055
8242057,1,1,669
8240415,1,0,980
8240414,1,0,980
8240414,0,3,1033
8240413,0,0,980
8240413,1,0,980
8243002,1,0,980
8243003,1,3,1032
8234812,0,14,653
8234811,1,6,653
8235611,1,8,1055
8239873,1,0,980
8236547,1,0,980
8235893,0,0,980
8240482,0,0,980
8242865,1,4,1032
8241977,1,0,980
8239942,1,0,980
8238611,0,0,980
8239650,1,0,980
8238589,0,0,980
8238589,1,0,980
8238624,1,0,980
8239649,1,0,980
8239773,1,3,1062
8241265,0,6,653
8242100,1,9,653
8241686,0,11,1062
8240486,1,7,647
8240487,1,10,647
8240972,1,22,669
8241283,0,15,669
8237994,1,11,653
8237230,1,16,653
8237230,0,16,653
8234272,0,0,980
8234495,0,0,980
8234496,1,0,980
8238032,1,0,980
8238685,1,0,980
8240085,1,0,980
8239820,1,0,980
8239873,0,0,980
8240482,1,0,980
8240865,1,0,980
8241354,0,2,650
8235893,1,0,980
8241274,0,0,980
8240865,0,0,980
8237657,1,0,980
8241977,0,0,980
8237655,1,0,980
8243074,0,0,980
8243073,1,7,1032
8237887,0,0,980
8234267,0,0,980
8234266,1,0,980
8241343,1,5,652
8241344,1,2,652
8241265,1,4,1062
8242100,0,0,980
8240486,0,0,980
8237229,0,4,653
8241688,0,6,678
8236921,0,6,1062
8237270,1,0,980
8237271,1,0,980
8239750,1,2,647
8237655,0,0,980
8237450,1,8,1032
8243074,1,2,1032
8237887,1,0,980
8234266,0,0,980
8238880,1,16,669
8238880,0,9,669
8234808,0,6,652
8234808,1,0,980
8241343,0,5,980
8241344,0,0,980
8239020,0,0,980
8235091,0,0,980
8240610,0,0,980
8240610,1,0,980
8239650,0,0,980
8239703,0,11,1061
8238624,0,0,980
8240487,0,0,980
8235006,1,0,980
8236173,0,0,980
8237994,0,13,653
8242466,0,10,653
8239332,0,0,980
8234495,1,0,980
8234496,0,0,980
8240085,0,0,980
8235988,0,36,1061
8238685,0,0,980
8234352,1,8,1032
8234355,1,8,1055
8241722,0,0,980
8241723,0,18,271
8241723,1,14,271
8238914,1,4,271
8238915,1,23,271
8238915,0,14,271
8238809,1,7,695
8238446,1,14,695
8243053,1,0,980
8243054,1,0,980
8237122,1,0,980
8237122,0,0,980
8235660,1,0,980
8234587,0,0,980
8234658,0,0,980
8237766,0,0,980
8234658,1,0,980
8238424,1,0,980
8239772,1,0,980
8346854,1,0,980
8346231,1,0,980
8346231,0,0,980
8346854,0,0,980
8234146,0,0,980
8234146,1,0,980
8235656,1,0,980
8240525,1,0,980
8242738,0,0,980
8242738,1,0,980
8242740,1,0,980
8242740,0,0,980
8238956,0,0,980
8238956,1,0,980
8240552,1,9,647
8240553,1,13,647
8238914,0,0,980
8236034,1,0,980
8235017,1,0,980
8234665,0,0,980
8234665,1,0,980
8234116,0,0,980
8234116,1,0,980
8237052,0,0,980
8237052,1,0,980
8240048,1,0,980
8235017,0,0,980
8234330,0,0,980
8234330,1,0,980
8236992,0,2,634
8236991,1,0,980
8236992,1,0,980
8236701,1,10,731
8239345,0,0,980
8239345,1,0,980
8236957,0,0,980
8234523,0,0,980
8234523,1,10,647
8234524,0,18,1063
8236175,1,0,980
8237186,0,0,980
8242061,1,0,980
8242062,0,0,980
8240554,0,1,1423
8237145,0,6,1064
8237145,1,6,1064
8242895,1,4,1059
8242064,1,7,1059
8242064,0,0,980
8242894,0,0,980
8242849,0,7,799
8241521,1,6,1059
8240016,1,26,1041
8242199,1,9,976
8236724,0,22,637
8236724,1,0,1001
8240774,1,0,1002
8240774,0,0,1002
8239824,0,0,980
8242263,1,0,980
8236086,0,0,980
8241827,0,0,980
8241827,1,0,980
8241826,0,0,980
8241294,0,0,980
8241208,0,4,630
8243047,0,43,1064
8235532,1,14,733
8239255,1,8,732
8236109,1,15,732
8236109,0,21,732
8239029,1,7,797
8234660,0,0,980
8234912,1,0,980
8234912,0,0,980
8236134,0,0,980
8236133,1,0,980
8239855,1,0,980
8239855,0,0,980
8235116,1,3,1043
8242894,1,3,1059
8242895,0,6,1059
8241521,0,6,1059
8241975,0,8,1045
8237463,1,0,980
8235144,1,10,1052
8242249,1,3,798
8242249,0,7,798
8241208,1,3,732
8243047,1,37,1064
8235681,1,4,732
8235679,0,10,732
8235679,1,8,732
8239255,0,9,732
8237841,0,5,786
8238334,1,0,980
8238334,0,0,980
8236094,1,33,1064
8237841,1,12,786
8239027,1,3,797
8239028,1,10,797
8234660,1,0,980
8236132,0,0,980
8236132,1,0,980
8236134,1,0,980
8239853,0,0,980
8239853,1,0,980
8239854,1,0,980
8239854,0,0,980
8242842,1,0,980
8242841,1,0,980
8242322,0,0,980
8234997,0,3,1063
8242248,0,0,980
8237554,0,0,980
8241820,0,6,1038
8242263,0,0,980
8237187,0,0,980
8242707,0,0,980
8237998,1,8,1038
8234998,0,14,1035
8234998,1,9,1035
8238353,0,14,1035
8238352,1,7,1035
8238352,0,6,1035
8239369,0,3,731
8241334,1,3,731
8241334,0,3,731
8237960,0,0,980
8237959,0,0,980
8240743,0,0,980
8237961,0,0,980
8238239,0,0,980
8238239,1,0,980
8236979,1,0,980
8236979,0,0,980
8236981,1,16,634
8236981,0,8,634
8236595,0,16,634
8239711,1,6,632
8235411,0,0,980
8235833,0,0,980
8235833,1,0,980
8237825,0,8,634
8236982,1,0,980
8236982,0,7,634
8239510,1,9,634
8240688,0,7,634
8240688,1,0,980
8239510,0,11,634
8242816,1,0,980
8242817,1,0,980
8242816,0,0,980
8242817,0,0,980
8235334,1,1,630
8237064,0,0,980
8237064,1,15,630
8239509,1,3,731
8239509,0,4,632
8234695,1,3,632
8234695,0,3,632
8241825,1,0,980
8238936,1,15,1065
8238936,0,0,980
8235066,0,5,1033
8241116,0,0,980
8234598,0,6,1044
8237163,0,0,980
8238402,1,0,980
8238402,0,0,980
8235054,1,0,980
8240707,1,0,980
8240707,0,0,980
8237370,0,0,980
8234033,0,0,980
8236474,1,0,980
8236474,0,0,980
8241825,0,15,1068
8241372,0,4,652
8241371,0,0,980
8240832,0,2,1055
8234539,1,0,980
8239612,0,0,980
8239039,0,0,980
8235054,0,0,980
8239672,1,0,980
8237370,1,0,980
8235698,0,0,980
8240126,0,0,980
8241367,0,0,980
8241794,0,16,647
8240832,1,4,1035
8234539,0,0,980
8239612,1,0,980
8235640,1,50,1029
8238214,1,65,1029
8239824,1,3,1032
8242265,0,9,202
8236654,0,0,980
8240907,1,0,980
8237345,0,0,980
8237344,1,0,980
8240035,0,0,980
8236252,0,0,980
8242562,1,0,980
8242562,0,0,980
8241251,1,0,980
8238582,1,0,980
8238582,0,0,980
8238551,1,6,1035
8238551,0,0,980
8242607,0,10,202
8239704,1,14,1032
8242264,0,8,202
8238674,1,0,980
8242265,1,5,202
8239343,1,0,980
8239341,1,0,980
8236654,1,0,980
8236526,0,0,980
8240489,1,3,286
8240489,0,0,980
8240907,0,6,286
8240359,0,0,980
8234863,0,0,980
8234634,1,0,980
8239684,0,0,980
8235217,1,0,980
8237117,1,0,980
8237117,0,0,980
8237116,0,0,980
8235218,1,0,980
8237345,1,0,980
8234377,1,11,236
8237344,0,0,980
8241251,0,0,980
8241672,0,0,980
8238550,1,6,1035
8238550,0,6,1035
8239148,0,0,980
8239684,1,0,980
8235217,0,0,980
8237116,1,0,980
8235216,1,0,980
8235216,0,0,980
8235218,0,0,980
8239148,1,0,980
8240272,0,7,1038
8242607,1,0,980
8237771,0,9,1029
8240635,1,17,1044
8234461,1,0,980
8234461,0,2,1038
8234460,0,4,1038
8234460,1,0,980
8240087,1,0,980
8240087,0,0,980
8241471,1,12,202
8241471,0,14,202
8241470,1,8,202
8241470,0,0,980
8238578,0,0,980
8238578,1,0,980
8239634,1,19,1038
8239634,0,0,980
8237152,1,14,202
8237152,0,7,202
8237153,0,1,202
8237154,0,3,202
8237155,1,3,202
8241332,0,64,1069
8241332,1,79,1069
8241333,1,76,1069
8241333,0,84,1069
8242052,1,10,1069
8242052,0,11,1069
8234212,1,0,980
8234212,0,43,1038
8239228,1,2,286
8235750,1,0,980
8235376,0,0,980
8238978,0,1,1038
8238977,0,3,1038
8238976,0,8,1038
8238974,0,7,1038
8238973,0,0,980
8238973,1,7,1038
8238974,1,0,980
8238976,1,0,980
8238977,1,0,980
8235012,1,0,980
8238579,0,8,653
8235012,0,0,980
8242478,1,0,980
8242599,1,0,980
8242599,0,0,980
8242833,1,0,980
8234679,0,18,1052
8237617,1,0,980
8238972,0,0,980
8239652,0,0,980
8239653,0,0,980
8239653,1,0,980
8237734,0,6,202
8240530,0,0,980
8239142,1,22,202
8234621,1,9,1038
8241683,1,8,202
8236162,0,0,980
8241264,1,3,1029
8241262,1,7,1029
8241528,1,0,980
8241276,1,0,980
8241528,0,0,980
8241085,1,0,980
8241085,0,0,980
8238009,0,0,980
8238010,1,0,980
8241082,1,2,345
8241083,1,8,345
8239522,0,0,980
8239522,1,0,980
8239523,1,0,980
8239524,1,11,1038
8240457,1,15,1038
8240457,0,16,1038
8241813,1,0,980
8241813,0,0,980
8240775,1,14,1029
8234682,0,18,1035
8240614,0,20,202
8240614,1,14,202
8238231,1,11,1044
8238232,1,7,1044
8241353,0,0,1002
8241353,1,0,1002
8238923,1,0,236
8344861,1,7,669
8344861,0,0,980
8344862,0,0,980
8238065,1,6,669
8238066,1,2,669
8239884,1,7,669
8235233,1,0,980
8235234,1,0,980
8242368,1,11,669
8242368,0,11,669
8238355,0,0,980
8238356,0,0,980
8237547,1,8,647
8236287,0,0,980
8236286,1,0,980
8241122,0,11,1048
8237687,0,7,1066
8237963,1,0,980
8236361,1,0,980
8236361,0,0,980
8239996,0,0,980
8234477,1,0,980
8241530,0,0,980
8240423,0,0,980
8234220,1,0,980
8241834,1,0,980
8235052,0,0,980
8235201,1,0,980
8235201,0,0,980
8238227,1,0,980
8240089,0,0,980
8234084,1,0,980
8236984,1,0,980
8236115,1,0,980
8236115,0,0,980
8240574,1,1,1423
8235233,0,0,980
8235234,0,0,980
8239178,0,15,669
8350096,1,0,980
8234096,0,6,653
8237427,1,0,980
8238754,1,0,980
8237905,0,0,980
8237905,1,2,669
8239514,0,0,980
8238355,1,0,980
8238356,1,0,980
8239754,1,8,647
8239755,1,6,647
8236286,0,0,980
8236287,1,0,980
8237784,0,0,980
8237784,1,0,980
8241452,0,8,634
8235794,1,4,1048
8235794,0,0,980
8238426,1,10,637
8238426,0,0,980
8237935,0,0,980
8235888,1,0,980
8239234,1,0,980
8236090,1,0,980
8239676,0,0,980
8242202,0,0,980
8237005,1,0,980
8234477,0,0,980
8241530,1,0,980
8240423,1,0,980
8240934,1,0,980
8240934,0,0,980
8241982,1,0,980
8235973,1,0,980
8235570,1,5,216
8241235,1,0,980
8241235,0,0,980
8239406,0,0,1002
8239834,0,4,669
8236875,1,0,980
8234081,1,5,920
8237427,0,0,980
8238754,0,0,980
8235186,0,0,980
8350097,1,0,980
8240039,0,8,669
8241452,1,5,634
8241122,1,14,1048
8237935,1,7,686
8235888,0,0,980
8241545,1,7,1066
8239234,0,0,980
8236168,1,0,980
8236168,0,0,980
8237963,0,0,980
8236810,0,0,980
8236810,1,0,980
8236811,1,0,980
8239676,1,0,980
8236333,1,0,980
8235966,1,0,980
8235966,0,0,980
8235973,0,0,980
8237292,1,0,980
8236047,1,0,980
8235052,1,0,980
8240434,0,0,980
8237633,1,0,980
8237633,0,0,980
8238227,0,0,980
8240089,1,0,980
8241569,0,0,980
8241351,1,0,980
8234084,0,0,980
8236984,0,0,980
8239407,0,4,231
8240574,0,1,1423
8239677,0,1,1423
8234107,0,0,980
8235856,0,0,980
8238951,0,3,881
8235320,1,0,980
8234551,1,0,980
8235246,1,0,980
8235248,1,0,980
8235248,0,0,980
8239607,1,0,980
8238678,1,0,980
8238678,0,0,980
8236865,0,0,980
8240657,1,0,980
8240657,0,0,980
8242051,0,0,980
8242951,1,0,980
8240381,1,64,1044
8240382,1,4,1044
8236568,1,0,980
8236568,0,16,637
8235627,0,12,1038
8241770,0,19,1038
8234577,0,32,1038
8237621,0,0,980
8237621,1,0,980
8237641,1,36,1035
8242537,0,26,1044
8237998,0,0,980
8239737,1,9,202
8239737,0,0,980
8239736,1,6,202
8239736,0,0,980
8240201,1,0,980
8240201,0,0,980
8235548,1,0,980
8235454,1,0,980
8236275,0,0,980
8242697,1,20,1062
8238737,1,12,1029
8240181,1,11,1036
8240179,0,0,980
8240180,1,0,980
8240180,0,0,980
8242814,0,0,980
8242813,1,0,980
8242812,1,0,980
8242004,0,0,980
8238011,1,0,980
8236857,1,0,980
8238114,1,0,980
8241276,0,0,980
8234954,0,0,980
8234613,0,0,980
8241691,0,13,1029
8241692,1,0,980
8237113,1,4,1038
8237428,0,3,1069
8345647,0,0,980
8345647,1,0,980
8238152,0,0,980
8235651,0,0,980
8241263,1,3,1029
8236908,1,7,1038
8236907,1,0,980
8234167,0,0,980
8234144,0,0,980
8238848,1,1,1423
8238848,0,1,1423
8240049,1,15,809
8239046,1,0,980
8239046,0,0,980
8239045,0,5,1029
8242814,1,13,637
8242813,0,0,980
8242812,0,0,980
8242811,0,4,278
8234756,0,0,980
8235473,0,0,980
8242899,1,0,980
8242899,0,0,980
8234132,1,5,669
8234132,0,3,669
8239110,0,0,980
8242655,1,0,980
8236857,0,0,980
8238114,0,0,980
8237405,0,0,980
8234954,1,0,980
8237953,1,0,980
8234613,1,0,980
8235359,1,0,980
8238000,0,0,980
8241203,0,0,980
8235314,0,0,980
8234542,1,0,980
8234542,0,0,980
8235734,0,0,980
8241809,0,0,980
8241808,0,0,980
8241810,0,0,980
8241806,0,0,980
8239346,1,0,980
8240804,1,0,980
8241691,1,0,980
8238978,1,0,980
8234614,1,0,980
8236814,1,0,980
8234322,0,4,731
8241820,1,9,1038
8241035,0,5,1029
8236560,0,0,980
8241035,1,3,1029
8241392,1,0,980
8236491,1,0,980
8236491,0,0,980
8345393,1,0,980
8238713,0,0,980
8239476,1,0,980
8239799,1,0,980
8241804,0,0,980
8238150,1,6,1035
8238151,1,6,1035
8238151,0,0,980
8239720,1,10,1035
8235652,0,0,980
8235652,1,0,980
8235651,1,0,980
8237431,1,0,980
8237033,0,0,980
8237033,1,0,980
8238561,0,0,980
8238612,1,3,980
8240091,1,0,980
8240091,0,0,980
8236908,0,0,980
8236907,0,0,980
8236906,0,15,1038
8241484,1,0,980
8241224,0,14,1059
8240181,0,0,980
8240179,1,0,980
8242811,1,0,980
8242279,0,14,278
8234756,1,0,980
8236662,1,2,690
8243033,1,0,980
8234310,1,0,980
8235473,1,0,980
8235771,1,7,1035
8239493,1,0,980
8239110,1,0,980
8242655,0,0,980
8239289,0,0,980
8238000,1,0,980
8241203,1,0,980
8235314,1,0,980
8235734,1,0,980
8241809,1,0,980
8238960,1,0,980
8241810,1,0,980
8241807,0,0,980
8243015,1,0,980
8242619,1,0,980
8240804,0,24,1043
8241692,0,5,1029
8241690,1,0,980
8234614,0,4,1062
8235688,1,0,980
8237463,0,0,980
8241034,0,4,1029
8241034,1,0,980
8236560,1,0,980
8239513,1,0,980
8241134,1,9,1038
8241133,1,5,1038
8235986,1,3,1038
8237428,1,5,1069
8239057,0,5,1069
8242287,1,0,980
8345393,0,0,980
8237168,0,0,980
8237168,1,0,980
8239799,0,0,980
8236726,1,15,1035
8236726,0,12,1035
8238821,0,0,980
8238821,1,0,980
8241804,1,0,980
8238150,0,6,1035
8239720,0,9,1035
8237431,0,0,980
8240619,1,0,980
8237957,0,0,980
8237957,1,0,980
8239660,0,18,1043
8239659,0,4,1043
8242079,1,16,202
8242079,0,5,202
8242080,1,0,980
8242080,0,0,980
8238612,0,12,1038
8240797,0,0,980
8237646,1,0,980
8234167,1,0,980
8236415,0,0,980
8235880,1,0,980
8235880,0,0,980
8242362,0,0,980
8235091,1,0,980
8243071,0,0,980
8239742,1,0,980
8239742,0,0,980
8236701,0,13,1041
8236994,0,0,980
8236114,1,0,980
8236114,0,2,1041
8239682,0,2,1059
8239681,0,8,1059
8242914,0,0,980
8242914,1,0,980
8239876,0,0,980
8239876,1,0,980
8234786,1,0,980
8234786,0,0,980
8242434,1,0,980
8234692,1,0,980
8237218,1,0,980
8236105,1,0,980
8236105,0,0,980
8238143,0,0,980
8238141,0,0,980
8236767,1,0,980
8234514,1,0,980
8240419,0,1,648
8242275,0,0,980
8241995,0,0,980
8241180,1,0,980
8238542,1,0,980
8234514,0,0,980
8242941,0,0,980
8240401,1,5,671
8241995,1,0,980
8241180,0,0,980
8238542,0,0,980
8236141,0,0,980
8236141,1,0,980
8236139,1,0,980
8236140,1,0,980
8236139,0,0,980
8239863,0,2,634
8239863,1,2,634
8240419,1,2,631
8238265,0,0,980
8238265,1,0,980
8239077,0,0,980
8239077,1,0,980
8239076,0,0,980
8239076,1,0,980
8234730,1,0,980
8234730,0,0,1058
8234731,1,0,980
8234731,0,0,980
8234732,0,0,980
8234732,1,0,980
8240240,1,0,980
8240241,1,10,630
8235773,1,14,686
8239396,1,0,980
8235868,1,7,634
8238882,1,6,634
8238883,1,10,634
8238883,0,10,634
8238882,0,9,634
8236868,1,5,630
8236869,1,8,630
